ERROR 2018-10-24 11:33:42,487 exception 80 Invalid HTTP_HOST header: '127.0.0.1:8000'. You may need to add '127.0.0.1' to ALLOWED_HOSTS.
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/views.py", line 34, in get
    token = oauthqq.get_access_token(code)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/qq_sdk.py", line 60, in get_access_token
    raise Exception('获取access token失败')
Exception: 获取access token失败
ERROR 2018-10-28 14:57:38,720 basehttp 124 "GET /oauth/qq/user/?code=853AE4C8CDEE006756E2CD5CFE80CB26 HTTP/1.1" 500 17592
INFO 2018-10-28 15:02:36,574 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 15:02:55,747 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 15:03:34,942 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
ERROR 2018-10-28 15:03:36,553 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/usr/lib/python3.6/urllib/request.py", line 1318, in do_open
    encode_chunked=req.has_header('Transfer-encoding'))
  File "/usr/lib/python3.6/http/client.py", line 1239, in request
    self._send_request(method, url, body, headers, encode_chunked)
  File "/usr/lib/python3.6/http/client.py", line 1285, in _send_request
    self.endheaders(body, encode_chunked=encode_chunked)
  File "/usr/lib/python3.6/http/client.py", line 1234, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)
  File "/usr/lib/python3.6/http/client.py", line 1026, in _send_output
    self.send(msg)
  File "/usr/lib/python3.6/http/client.py", line 964, in send
    self.connect()
  File "/usr/lib/python3.6/http/client.py", line 1392, in connect
    super().connect()
  File "/usr/lib/python3.6/http/client.py", line 936, in connect
    (self.host,self.port), self.timeout, self.source_address)
  File "/usr/lib/python3.6/socket.py", line 724, in create_connection
    raise err
  File "/usr/lib/python3.6/socket.py", line 713, in create_connection
    sock.connect(sa)
ConnectionRefusedError: [Errno 111] Connection refused

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/views.py", line 34, in get
    token = oauthqq.get_access_token(code)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/qq_sdk.py", line 54, in get_access_token
    response = urlopen(url)
  File "/usr/lib/python3.6/urllib/request.py", line 223, in urlopen
    return opener.open(url, data, timeout)
  File "/usr/lib/python3.6/urllib/request.py", line 526, in open
    response = self._open(req, data)
  File "/usr/lib/python3.6/urllib/request.py", line 544, in _open
    '_open', req)
  File "/usr/lib/python3.6/urllib/request.py", line 504, in _call_chain
    result = func(*args)
  File "/usr/lib/python3.6/urllib/request.py", line 1361, in https_open
    context=self._context, check_hostname=self._check_hostname)
  File "/usr/lib/python3.6/urllib/request.py", line 1320, in do_open
    raise URLError(err)
urllib.error.URLError: <urlopen error [Errno 111] Connection refused>
ERROR 2018-10-28 15:03:36,678 basehttp 124 "GET /oauth/qq/user/?code=853AE4C8CDEE006756E2CD5CFE80CB26 HTTP/1.1" 500 19504
ERROR 2018-10-28 15:08:21,779 qq_sdk 59 code=None msg=None
ERROR 2018-10-28 15:08:21,780 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/views.py", line 34, in get
    token = oauthqq.get_access_token(code)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/qq_sdk.py", line 60, in get_access_token
    raise Exception('获取access token失败')
Exception: 获取access token失败
ERROR 2018-10-28 15:08:21,803 basehttp 124 "GET /oauth/qq/user/?code=2C9F6F12AE7025F408BBAD1979855B46 HTTP/1.1" 500 17592
INFO 2018-10-28 15:10:02,872 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
ERROR 2018-10-28 15:10:19,314 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/views.py", line 41, in get
    qquser=OAuthQQuser.objects.get(openid=openid)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/db/models/manager.py", line 85, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/db/models/query.py", line 379, in get
    self.model._meta.object_name
oauth.models.DoesNotExist: OAuthQQuser matching query does not exist.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.6/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo111/meiduo111/apps/oauth/views.py", line 45, in get
    data = tjwt.dumps({'openid':openid},constants.BIND_TOKEN_EXPIRES)
NameError: name 'tjwt' is not defined
ERROR 2018-10-28 15:10:19,381 basehttp 124 "GET /oauth/qq/user/?code=A23EEB0AF1348F5D213965DB5D1A8D23 HTTP/1.1" 500 18118
INFO 2018-10-28 15:13:59,872 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 15:14:17,653 basehttp 124 "GET /oauth/qq/user/?code=2AA555F315444011015E660F992F6A30 HTTP/1.1" 200 233
INFO 2018-10-28 15:14:17,683 basehttp 124 "GET /oauth/qq/user/?code=1451E9D04496E4A269AB1737E27341FF HTTP/1.1" 200 233
INFO 2018-10-28 15:14:38,255 basehttp 124 "GET /sms_code/17607162138/ HTTP/1.1" 200 16
INFO 2018-10-28 15:14:48,473 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
INFO 2018-10-28 15:14:48,517 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 53
INFO 2018-10-28 15:15:56,983 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 15:17:01,366 basehttp 124 "GET /oauth/qq/user/?code=FA2F13929A1C5854AFF70B69EB99F81F HTTP/1.1" 200 233
INFO 2018-10-28 15:17:12,830 basehttp 124 "GET /sms_code/17607162138/ HTTP/1.1" 200 16
INFO 2018-10-28 15:17:18,346 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
INFO 2018-10-28 15:17:18,407 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 53
INFO 2018-10-28 15:19:06,108 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 15:19:25,061 basehttp 124 "GET /oauth/qq/user/?code=39D9AE3991351608E82B6D3D7A2136D7 HTTP/1.1" 200 233
INFO 2018-10-28 15:19:37,605 basehttp 124 "GET /sms_code/17607162138/ HTTP/1.1" 200 16
INFO 2018-10-28 15:19:44,623 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
INFO 2018-10-28 15:19:44,768 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 207
INFO 2018-10-28 15:19:57,219 basehttp 124 "OPTIONS /user/ HTTP/1.1" 200 0
WARNING 2018-10-28 15:19:57,392 base 152 Not Found: /user/
WARNING 2018-10-28 15:19:57,394 basehttp 124 "GET /user/ HTTP/1.1" 404 2943
INFO 2018-10-28 15:22:01,220 basehttp 124 "GET /user/ HTTP/1.1" 200 83
INFO 2018-10-28 15:22:01,350 basehttp 124 "OPTIONS /browse_histories/ HTTP/1.1" 200 0
WARNING 2018-10-28 15:22:01,922 base 152 Not Found: /browse_histories/
WARNING 2018-10-28 15:22:01,925 basehttp 124 "GET /browse_histories/ HTTP/1.1" 404 2978
INFO 2018-10-28 15:25:47,936 basehttp 124 code 400, message Bad request syntax ('\x16\x03\x01\x02\x00\x01\x00\x01ü\x03\x03µ\x93úX\x95\'¶q\x15X´®Ãä \x06¦Öj\x05\x0cýë?t\r£\x0eí$ot nÜß»¯P¤cODæ\x9fD\x0eº\x89·Æå\x17øy\x8bÙrL½\x01\x01ÞQ\x88\x00"ÊÊ\x13\x01\x13\x02\x13\x03À+À/À,À0Ì©Ì¨À\x13À\x14\x00\x9c\x00\x9d\x00/\x005\x00')
ERROR 2018-10-28 15:25:47,937 basehttp 107 You're accessing the development server over HTTPS, but it only supports HTTP.

INFO 2018-10-28 15:25:47,940 basehttp 124 code 400, message Bad request syntax ('\x16\x03\x01\x00Í\x01\x00\x00É\x03\x037M\x1f\x90Ê"\x19³\x17#=\x12FZ\x0cm\x92}ð³¯Å8Ä¾Í\x14\x08Ìö®\x86\x00\x00\x1cêêÀ+À/À,À0Ì©Ì¨À\x13À\x14\x00\x9c\x00\x9d\x00/\x005\x00')
ERROR 2018-10-28 15:25:47,940 basehttp 107 You're accessing the development server over HTTPS, but it only supports HTTP.

INFO 2018-10-28 15:26:10,608 basehttp 124 "GET /sms_code/17607162138/ HTTP/1.1" 200 16
